number,incident_state
INC0007685,Active
INC0007685,Active
INC0007685,Awaiting User Info
INC0007685,Resolved
INC0007685,Closed
INC0007687,New
INC0007687,Resolved
INC0007687,Closed
INC0007688,New
INC0007688,Resolved
INC0007688,Closed
INC0007690,New
INC0007690,Resolved
INC0007690,Closed
INC0007692,Active
INC0007692,Awaiting User Info
INC0007692,Resolved
INC0007692,Closed
INC0007693,Resolved
INC0007693,Closed
INC0007694,New
INC0007694,New
INC0007694,New
INC0007694,Active
INC0007694,Active
INC0007694,Awaiting User Info
INC0007694,Resolved
INC0007694,Closed
INC0007695,New
INC0007695,New
INC0007695,New
INC0007695,Active
INC0007695,Active
INC0007695,Active
INC0007695,Active
INC0007695,Awaiting User Info
INC0007695,Resolved
INC0007695,Closed
INC0007696,New
INC0007696,Active
INC0007696,Active
INC0007696,Active
INC0007696,Awaiting User Info
INC0007696,Awaiting User Info
INC0007696,Resolved
INC0007696,Closed
INC0007698,Resolved
INC0007698,Closed
INC0007699,Active
INC0007699,Resolved
INC0007699,Closed
INC0007700,Awaiting User Info
INC0007700,Awaiting User Info
INC0007700,Resolved
INC0007700,Closed
INC0007701,New
INC0007701,Active
INC0007701,Resolved
INC0007701,Closed
INC0007703,Active
INC0007703,Active
INC0007703,Active
INC0007703,Active
INC0007703,Active
INC0007703,Awaiting User Info
INC0007703,Active
INC0007703,Resolved
INC0007703,Closed
INC0007705,New
INC0007705,New
INC0007705,Active
INC0007705,Active
INC0007705,Resolved
INC0007705,Closed
INC0007706,Resolved
INC0007706,Closed
INC0007707,New
INC0007707,Active
INC0007707,Active
INC0007707,Active
INC0007707,Active
INC0007707,Resolved
INC0007707,Closed
INC0007708,New
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Active
INC0007708,Awaiting Vendor
INC0007708,Awaiting Vendor
INC0007708,Awaiting Vendor
INC0007708,Awaiting Vendor
INC0007708,Resolved
INC0007708,Closed
INC0007709,Active
INC0007709,Active
INC0007709,Awaiting User Info
INC0007709,Resolved
INC0007709,Closed
INC0007710,New
INC0007710,New
INC0007710,New
INC0007710,Active
INC0007710,Active
INC0007710,Active
INC0007710,Active
INC0007710,Active
INC0007710,Resolved
INC0007710,Closed
INC0007711,New
INC0007711,New
INC0007711,New
INC0007711,Resolved
INC0007711,Closed
INC0007712,New
INC0007712,New
INC0007712,New
INC0007712,New
INC0007712,New
INC0007712,New
INC0007712,Resolved
INC0007712,Closed
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Awaiting User Info
INC0007713,Resolved
INC0007713,Closed
INC0007714,New
INC0007714,New
INC0007714,Awaiting User Info
INC0007714,Resolved
INC0007714,Closed
INC0007715,New
INC0007715,New
INC0007715,Active
INC0007715,Active
INC0007715,Awaiting User Info
INC0007715,Awaiting User Info
INC0007715,Awaiting User Info
INC0007715,Awaiting User Info
INC0007715,Resolved
INC0007715,Closed
INC0007721,Active
INC0007721,Active
INC0007721,Active
INC0007721,Active
INC0007721,Active
INC0007721,Resolved
INC0007721,Closed
INC0007725,Resolved
INC0007725,Closed
INC0007726,New
INC0007726,New
INC0007726,New
INC0007726,New
INC0007726,Awaiting User Info
INC0007726,Awaiting User Info
INC0007726,Awaiting User Info
INC0007726,Awaiting User Info
INC0007726,Resolved
INC0007726,Closed
INC0007727,New
INC0007727,New
INC0007727,New
INC0007727,New
INC0007727,Active
INC0007727,Resolved
INC0007727,Closed
INC0007729,New
INC0007729,Active
INC0007729,Active
INC0007729,Resolved
INC0007729,Closed
INC0007730,New
INC0007730,Active
INC0007730,Resolved
INC0007730,Closed
INC0007731,New
INC0007731,Active
INC0007731,Active
INC0007731,Awaiting User Info
INC0007731,Awaiting User Info
INC0007731,Awaiting User Info
INC0007731,Awaiting User Info
INC0007731,Awaiting User Info
INC0007731,Active
INC0007731,Active
INC0007731,Active
INC0007731,Active
INC0007731,Resolved
INC0007731,Closed
INC0007733,New
INC0007733,New
INC0007733,New
INC0007733,New
INC0007733,Active
INC0007733,Resolved
INC0007733,Closed
INC0007734,New
INC0007734,Resolved
INC0007734,Closed
INC0007735,Awaiting User Info
INC0007735,Resolved
INC0007735,Closed
INC0007739,New
INC0007739,New
INC0007739,Active
INC0007739,Active
INC0007739,Active
INC0007739,Active
INC0007739,Active
INC0007739,Active
INC0007739,Awaiting Vendor
INC0007739,Awaiting Vendor
INC0007739,Awaiting Vendor
INC0007739,Resolved
INC0007739,Closed
INC0007740,New
INC0007740,Active
INC0007740,Active
INC0007740,Awaiting User Info
INC0007740,Active
INC0007740,Active
INC0007740,Resolved
INC0007740,Closed
INC0007741,New
INC0007741,New
INC0007741,New
INC0007741,Resolved
INC0007741,Closed
INC0007742,Active
INC0007742,Active
INC0007742,Awaiting User Info
INC0007742,Resolved
INC0007742,Closed
INC0007743,New
INC0007743,New
INC0007743,Resolved
INC0007743,Closed
INC0007744,New
INC0007744,New
INC0007744,Active
INC0007744,Resolved
INC0007744,Closed
INC0007745,New
INC0007745,New
INC0007745,New
INC0007745,Awaiting User Info
INC0007745,Resolved
INC0007745,Closed
INC0007747,Resolved
INC0007747,Closed
INC0007748,Active
INC0007748,Resolved
INC0007748,Closed
INC0007751,New
INC0007751,Awaiting User Info
INC0007751,Resolved
INC0007751,Closed
INC0007752,New
INC0007752,New
INC0007752,Active
INC0007752,Active
INC0007752,Active
INC0007752,Active
INC0007752,Active
INC0007752,Resolved
INC0007752,Closed
INC0007753,New
INC0007753,Active
INC0007753,Resolved
INC0007753,Closed
INC0007754,New
INC0007754,New
INC0007754,New
INC0007754,Resolved
INC0007754,Closed
INC0007757,Active
INC0007757,Active
INC0007757,Active
INC0007757,Resolved
INC0007757,Closed
INC0007761,New
INC0007761,Active
INC0007761,Active
INC0007761,Awaiting User Info
INC0007761,Awaiting User Info
INC0007761,Resolved
INC0007761,Closed
INC0007762,New
INC0007762,New
INC0007762,Resolved
INC0007762,Closed
INC0007763,New
INC0007763,Active
INC0007763,Active
INC0007763,Active
INC0007763,Active
INC0007763,Active
INC0007763,Active
INC0007763,Resolved
INC0007763,Closed
INC0007764,Resolved
INC0007764,Closed
INC0007767,New
INC0007767,Active
INC0007767,Active
INC0007767,Awaiting User Info
INC0007767,Awaiting User Info
INC0007767,Awaiting User Info
INC0007767,Awaiting User Info
INC0007767,Resolved
INC0007767,Closed
INC0007774,New
INC0007774,New
INC0007774,New
INC0007774,Active
INC0007774,Active
INC0007774,Resolved
INC0007774,Closed
INC0007775,New
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Active
INC0007775,Resolved
INC0007775,Resolved
INC0007775,Closed
INC0007778,Active
INC0007778,Active
INC0007778,Active
INC0007778,Active
INC0007778,Active
INC0007778,Resolved
INC0007778,Closed
INC0007780,New
INC0007780,Awaiting User Info
INC0007780,Awaiting User Info
INC0007780,Resolved
INC0007780,Closed
INC0007781,New
INC0007781,New
INC0007781,New
INC0007781,Resolved
INC0007781,Closed
INC0007782,New
INC0007782,Resolved
INC0007782,Closed
INC0007783,New
INC0007783,Active
INC0007783,Active
INC0007783,Active
INC0007783,Resolved
INC0007783,Closed
INC0007784,New
INC0007784,New
INC0007784,New
INC0007784,New
INC0007784,New
INC0007784,Resolved
INC0007784,Closed
INC0007786,New
INC0007786,New
INC0007786,New
INC0007786,Active
INC0007786,Active
INC0007786,Awaiting User Info
INC0007786,Awaiting User Info
INC0007786,Awaiting User Info
INC0007786,Awaiting User Info
INC0007786,Active
INC0007786,Resolved
INC0007786,Closed
INC0007788,New
INC0007788,New
INC0007788,New
INC0007788,New
INC0007788,New
INC0007788,Resolved
INC0007788,Closed
INC0007789,New
INC0007789,New
INC0007789,New
INC0007789,Active
INC0007789,Active
INC0007789,Resolved
INC0007789,Closed
INC0007789,Closed
INC0007791,Resolved
INC0007791,Closed
INC0007792,New
INC0007792,New
INC0007792,New
INC0007792,Active
INC0007792,Awaiting User Info
INC0007792,Active
INC0007792,Active
INC0007792,Resolved
INC0007792,Closed
INC0007793,Active
INC0007793,Resolved
INC0007793,Closed
INC0007794,Active
INC0007794,Active
INC0007794,Active
INC0007794,Resolved
INC0007794,Closed
INC0007795,New
INC0007795,New
INC0007795,New
INC0007795,New
INC0007795,New
INC0007795,Active
INC0007795,Resolved
INC0007795,Closed
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,New
INC0007796,Active
INC0007796,Active
INC0007796,Active
INC0007796,Awaiting User Info
INC0007796,Awaiting User Info
INC0007796,Awaiting User Info
INC0007796,Awaiting User Info
INC0007796,Awaiting User Info
INC0007796,Resolved
INC0007796,Closed
INC0007797,New
INC0007797,New
INC0007797,New
INC0007797,Active
INC0007797,Active
INC0007797,Active
INC0007797,Active
INC0007797,Resolved
INC0007797,Closed
INC0007798,New
INC0007798,New
INC0007798,New
INC0007798,Resolved
INC0007798,Closed
INC0007800,New
INC0007800,Active
INC0007800,Awaiting User Info
INC0007800,Awaiting User Info
INC0007800,Awaiting User Info
INC0007800,Awaiting User Info
INC0007800,Resolved
INC0007800,Closed
INC0007801,New
INC0007801,New
INC0007801,Active
INC0007801,Active
INC0007801,Active
INC0007801,Active
INC0007801,Awaiting User Info
INC0007801,Awaiting User Info
INC0007801,Awaiting User Info
INC0007801,Resolved
INC0007801,Closed
INC0007802,New
INC0007802,New
INC0007802,Awaiting User Info
INC0007802,Awaiting User Info
INC0007802,Active
INC0007802,Active
INC0007802,Resolved
INC0007802,Closed
INC0007803,New
INC0007803,New
INC0007803,New
INC0007803,New
INC0007803,New
INC0007803,Awaiting User Info
INC0007803,Awaiting User Info
INC0007803,Resolved
INC0007803,Closed
INC0007805,New
INC0007805,New
INC0007805,Awaiting User Info
INC0007805,Resolved
INC0007805,Closed
INC0007808,Active
INC0007808,Active
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Awaiting User Info
INC0007808,Resolved
INC0007808,Closed
INC0007809,Active
INC0007809,Active
INC0007809,Active
INC0007809,Awaiting User Info
INC0007809,Active
INC0007809,Active
INC0007809,Active
INC0007809,Active
INC0007809,Resolved
INC0007809,Closed
INC0007813,Active
INC0007813,Awaiting User Info
INC0007813,Active
INC0007813,Active
INC0007813,Active
INC0007813,Active
INC0007813,Active
INC0007813,Active
INC0007813,Active
INC0007813,Resolved
INC0007813,Closed
INC0007815,New
INC0007815,New
INC0007815,Resolved
INC0007815,Closed
INC0007816,New
INC0007816,New
INC0007816,New
INC0007816,Resolved
INC0007816,Closed
INC0007817,Active
INC0007817,Active
INC0007817,Awaiting User Info
INC0007817,Awaiting User Info
INC0007817,Resolved
INC0007817,Closed
INC0007819,Active
INC0007819,Active
INC0007819,Resolved
INC0007819,Closed
INC0007820,Awaiting User Info
INC0007820,Resolved
INC0007820,Closed
INC0007821,New
INC0007821,New
INC0007821,New
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Awaiting User Info
INC0007821,Resolved
INC0007821,Closed
INC0007822,Active
INC0007822,Resolved
INC0007822,Closed
INC0007824,New
INC0007824,New
INC0007824,New
INC0007824,New
INC0007824,New
INC0007824,New
INC0007824,Awaiting User Info
INC0007824,Resolved
INC0007824,Closed
INC0007825,New
INC0007825,New
INC0007825,Resolved
INC0007825,Closed
INC0007827,New
INC0007827,New
INC0007827,New
INC0007827,New
INC0007827,New
INC0007827,Awaiting User Info
INC0007827,Resolved
INC0007827,Closed
INC0007828,Resolved
INC0007828,Closed
INC0007829,New
INC0007829,New
INC0007829,New
INC0007829,New
INC0007829,Active
INC0007829,Active
INC0007829,Resolved
INC0007829,Closed
INC0007830,New
INC0007830,New
INC0007830,New
INC0007830,Active
INC0007830,Active
INC0007830,Resolved
INC0007830,Closed
INC0007831,New
INC0007831,New
INC0007831,New
INC0007831,Awaiting User Info
INC0007831,Awaiting User Info
INC0007831,Awaiting User Info
INC0007831,Resolved
INC0007831,Closed
INC0007832,New
INC0007832,New
INC0007832,New
INC0007832,New
INC0007832,New
INC0007832,Active
INC0007832,Active
INC0007832,Active
INC0007832,Active
INC0007832,Resolved
INC0007832,Closed
INC0007834,New
INC0007834,New
INC0007834,Resolved
INC0007834,Closed
INC0007835,New
INC0007835,New
INC0007835,New
INC0007835,New
INC0007835,Awaiting User Info
INC0007835,Awaiting User Info
INC0007835,Awaiting User Info
INC0007835,Awaiting User Info
INC0007835,Resolved
INC0007835,Closed
INC0007836,New
INC0007836,New
INC0007836,New
INC0007836,New
INC0007836,New
INC0007836,New
INC0007836,Resolved
INC0007836,Closed
INC0007837,New
INC0007837,New
INC0007837,Resolved
INC0007837,Active
INC0007837,Active
INC0007837,Active
INC0007837,Active
INC0007837,Awaiting User Info
INC0007837,Resolved
INC0007837,Closed
INC0007838,New
INC0007838,Active
INC0007838,Resolved
INC0007838,Closed
INC0007841,New
INC0007841,Active
INC0007841,Resolved
INC0007841,Closed
INC0007842,New
INC0007842,Resolved
INC0007842,Closed
INC0007846,New
INC0007846,New
INC0007846,New
INC0007846,Active
INC0007846,Active
INC0007846,Active
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Awaiting User Info
INC0007846,Resolved
INC0007846,Closed
INC0007847,New
INC0007847,New
INC0007847,Awaiting User Info
INC0007847,Resolved
INC0007847,Closed
INC0007848,Active
INC0007848,Active
INC0007848,Resolved
INC0007848,Closed
INC0007849,New
INC0007849,New
INC0007849,Active
INC0007849,Resolved
INC0007849,Closed
INC0007852,Resolved
INC0007852,Closed
INC0007853,New
INC0007853,New
INC0007853,New
INC0007853,Awaiting User Info
INC0007853,Awaiting User Info
INC0007853,Resolved
INC0007853,Closed
INC0007855,New
INC0007855,New
INC0007855,Resolved
INC0007855,Closed
INC0007856,Resolved
INC0007856,Closed
INC0007857,New
INC0007857,New
INC0007857,Resolved
INC0007857,Closed
INC0007858,Active
INC0007858,Active
INC0007858,Active
INC0007858,Active
INC0007858,Active
INC0007858,Active
INC0007858,Active
INC0007858,Awaiting User Info
INC0007858,Resolved
INC0007858,Closed
INC0007859,New
INC0007859,Awaiting User Info
INC0007859,Awaiting User Info
INC0007859,Active
INC0007859,Active
INC0007859,Active
INC0007859,Resolved
INC0007859,Closed
INC0007860,New
INC0007860,New
INC0007860,New
INC0007860,New
INC0007860,New
INC0007860,Awaiting User Info
INC0007860,Awaiting User Info
INC0007860,Resolved
INC0007860,Closed
INC0007862,Active
INC0007862,Active
INC0007862,Resolved
INC0007862,Closed
INC0007864,New
INC0007864,New
INC0007864,New
INC0007864,Awaiting User Info
INC0007864,Awaiting User Info
INC0007864,Awaiting User Info
INC0007864,Awaiting User Info
INC0007864,Awaiting User Info
INC0007864,Resolved
INC0007864,Closed
INC0007866,New
INC0007866,New
INC0007866,New
INC0007866,Resolved
INC0007866,Closed
INC0007867,New
INC0007867,New
INC0007867,New
INC0007867,New
INC0007867,New
INC0007867,Resolved
INC0007867,Closed
INC0007868,New
INC0007868,Resolved
INC0007868,Closed
INC0007869,New
INC0007869,New
INC0007869,Resolved
INC0007869,Closed
INC0007872,New
INC0007872,New
INC0007872,New
INC0007872,Active
INC0007872,Active
INC0007872,Awaiting User Info
INC0007872,Awaiting User Info
INC0007872,Resolved
INC0007872,Closed
INC0007873,New
INC0007873,New
INC0007873,New
INC0007873,Awaiting Vendor
INC0007873,Awaiting Vendor
INC0007873,Awaiting Vendor
INC0007873,Awaiting Vendor
INC0007873,Resolved
INC0007873,Closed
INC0007874,Resolved
INC0007874,Closed
INC0007875,New
INC0007875,New
INC0007875,Resolved
INC0007875,Closed
INC0007876,New
INC0007876,New
INC0007876,New
INC0007876,Active
INC0007876,Active
INC0007876,Active
INC0007876,Active
INC0007876,Awaiting User Info
INC0007876,Awaiting User Info
INC0007876,Resolved
INC0007876,Closed
INC0007877,Active
INC0007877,Active
INC0007877,Resolved
INC0007877,Closed
INC0007878,New
INC0007878,Active
INC0007878,Active
INC0007878,Active
INC0007878,Active
INC0007878,Active
INC0007878,Active
INC0007878,Active
INC0007878,Resolved
INC0007878,Closed
INC0007879,Resolved
INC0007879,Closed
INC0007882,New
INC0007882,New
INC0007882,Resolved
INC0007882,Closed
INC0007883,New
INC0007883,New
INC0007883,New
INC0007883,New
INC0007883,New
INC0007883,Resolved
INC0007883,Closed
INC0007884,Active
INC0007884,Awaiting User Info
INC0007884,Awaiting User Info
INC0007884,Resolved
INC0007884,Closed
INC0007885,New
INC0007885,New
INC0007885,Active
INC0007885,Active
INC0007885,Awaiting User Info
INC0007885,Resolved
INC0007885,Closed
INC0007886,New
INC0007886,New
INC0007886,Active
INC0007886,Active
INC0007886,Resolved
INC0007886,Closed
INC0007888,Active
INC0007888,Awaiting User Info
INC0007888,Awaiting User Info
INC0007888,Awaiting User Info
INC0007888,Awaiting User Info
INC0007888,Awaiting User Info
INC0007888,Resolved
INC0007888,Closed
INC0007889,Active
INC0007889,Resolved
INC0007889,Closed
INC0007890,New
INC0007890,New
INC0007890,New
INC0007890,Resolved
INC0007890,Closed
INC0007891,New
INC0007891,Active
INC0007891,Awaiting User Info
INC0007891,Active
INC0007891,Active
INC0007891,Resolved
INC0007891,Resolved
INC0007891,Closed
INC0007892,New
INC0007892,Resolved
INC0007892,Closed
INC0007893,New
INC0007893,Active
INC0007893,Active
INC0007893,Active
INC0007893,Resolved
INC0007893,Closed
INC0007894,New
INC0007894,New
INC0007894,New
INC0007894,Resolved
INC0007894,Closed
INC0007896,New
INC0007896,New
INC0007896,Resolved
INC0007896,Closed
INC0007897,New
INC0007897,New
INC0007897,New
INC0007897,New
INC0007897,New
INC0007897,New
INC0007897,Resolved
INC0007897,Closed
INC0007898,New
INC0007898,Awaiting User Info
INC0007898,Awaiting User Info
INC0007898,Awaiting User Info
INC0007898,Resolved
INC0007898,Closed
INC0007899,New
INC0007899,New
INC0007899,Awaiting User Info
INC0007899,Awaiting User Info
INC0007899,Awaiting User Info
INC0007899,Resolved
INC0007899,Closed
INC0007900,New
INC0007900,New
INC0007900,New
INC0007900,New
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Awaiting User Info
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Active
INC0007900,Resolved
INC0007900,Closed
INC0007901,New
INC0007901,New
INC0007901,New
INC0007901,Awaiting User Info
INC0007901,Awaiting User Info
INC0007901,Awaiting User Info
INC0007901,Awaiting User Info
INC0007901,Awaiting User Info
INC0007901,Awaiting User Info
INC0007901,Active
INC0007901,Active
INC0007901,Awaiting User Info
INC0007901,Active
INC0007901,Awaiting User Info
INC0007901,Active
INC0007901,Resolved
INC0007901,Closed
INC0007902,New
INC0007902,Resolved
INC0007902,Closed
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,New
INC0007903,Active
INC0007903,Active
INC0007903,Active
INC0007903,Active
INC0007903,Awaiting User Info
INC0007903,Awaiting User Info
INC0007903,Awaiting User Info
INC0007903,Resolved
INC0007903,Closed
INC0007904,New
INC0007904,New
INC0007904,New
INC0007904,Active
INC0007904,Resolved
INC0007904,Closed
INC0007905,Active
INC0007905,Active
INC0007905,Active
INC0007905,Active
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Awaiting User Info
INC0007905,Resolved
INC0007905,Closed
INC0007907,Resolved
INC0007907,Closed
INC0007908,New
INC0007908,New
INC0007908,Resolved
INC0007908,Closed
INC0007910,New
INC0007910,New
INC0007910,New
INC0007910,Awaiting User Info
INC0007910,Awaiting User Info
INC0007910,Awaiting User Info
INC0007910,Awaiting User Info
INC0007910,Awaiting User Info
INC0007910,Resolved
INC0007910,Closed
INC0007911,New
INC0007911,New
INC0007911,New
INC0007911,New
INC0007911,New
INC0007911,Awaiting Vendor
INC0007911,Awaiting Vendor
INC0007911,Awaiting Vendor
INC0007911,Resolved
INC0007911,Closed
INC0007913,New
INC0007913,Active
INC0007913,Resolved
INC0007913,Closed
INC0007917,New
INC0007917,New
INC0007917,Resolved
INC0007917,Closed
INC0007918,New
INC0007918,Active
INC0007918,Active
INC0007918,Active
INC0007918,Resolved
INC0007918,Closed
INC0007920,Active
INC0007920,Active
INC0007920,Awaiting User Info
INC0007920,Awaiting User Info
INC0007920,Awaiting User Info
INC0007920,Resolved
INC0007920,Closed
INC0007921,New
INC0007921,New
INC0007921,Resolved
INC0007921,Closed
INC0007922,New
INC0007922,New
INC0007922,Resolved
INC0007922,Closed
INC0007923,New
INC0007923,New
INC0007923,Active
INC0007923,Resolved
INC0007923,Closed
INC0007924,New
INC0007924,New
INC0007924,Active
INC0007924,Resolved
INC0007924,Closed
INC0007925,New
INC0007925,Active
INC0007925,Active
INC0007925,Resolved
INC0007925,Closed
INC0007926,Resolved
INC0007926,Closed
INC0007928,New
INC0007928,New
INC0007928,Active
INC0007928,Resolved
INC0007928,Closed
INC0007929,New
INC0007929,New
INC0007929,Resolved
INC0007929,Closed
INC0007930,New
INC0007930,New
INC0007930,Resolved
INC0007930,Closed
INC0007931,Resolved
INC0007931,Closed
INC0007933,New
INC0007933,New
INC0007933,New
INC0007933,New
INC0007933,Active
INC0007933,Active
INC0007933,Active
INC0007933,Active
INC0007933,Awaiting User Info
INC0007933,Active
INC0007933,Awaiting User Info
INC0007933,Awaiting User Info
INC0007933,Resolved
INC0007933,Closed
INC0007935,New
INC0007935,New
INC0007935,Active
INC0007935,Resolved
INC0007935,Closed
INC0007936,Awaiting User Info
INC0007936,Awaiting User Info
INC0007936,Awaiting User Info
INC0007936,Awaiting User Info
INC0007936,Awaiting User Info
INC0007936,Resolved
INC0007936,Resolved
INC0007936,Closed
INC0007938,New
INC0007938,New
INC0007938,New
INC0007938,Awaiting User Info
INC0007938,Awaiting User Info
INC0007938,Resolved
INC0007938,Closed
INC0007939,New
INC0007939,Resolved
INC0007939,Closed
INC0007940,New
INC0007940,New
INC0007940,Active
INC0007940,Resolved
INC0007940,Resolved
INC0007940,Closed
INC0007941,Resolved
INC0007941,Closed
INC0007942,New
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Active
INC0007942,Resolved
INC0007942,Closed
INC0007943,Active
INC0007943,Resolved
INC0007943,Closed
INC0007944,Active
INC0007944,Active
INC0007944,Awaiting User Info
INC0007944,Awaiting User Info
INC0007944,Awaiting User Info
INC0007944,Awaiting User Info
INC0007944,Awaiting User Info
INC0007944,Resolved
INC0007944,Closed
INC0007945,Active
INC0007945,Active
INC0007945,Active
INC0007945,Resolved
INC0007945,Closed
INC0007946,New
INC0007946,New
INC0007946,Awaiting User Info
INC0007946,Awaiting User Info
INC0007946,Awaiting User Info
INC0007946,Resolved
INC0007946,Closed
INC0007947,New
INC0007947,New
INC0007947,Resolved
INC0007947,Closed
INC0007948,Awaiting User Info
INC0007948,Resolved
INC0007948,Closed
INC0007949,Awaiting User Info
INC0007949,Resolved
INC0007949,Closed
INC0007950,Active
INC0007950,Active
INC0007950,Active
INC0007950,Active
INC0007950,Active
INC0007950,Active
INC0007950,Awaiting User Info
INC0007950,Awaiting User Info
INC0007950,Resolved
INC0007950,Closed
INC0007951,Awaiting User Info
INC0007951,Awaiting User Info
INC0007951,Awaiting User Info
INC0007951,Active
INC0007951,Active
INC0007951,Active
INC0007951,Active
INC0007951,Active
INC0007951,Resolved
INC0007951,Closed
INC0007952,New
INC0007952,New
INC0007952,New
INC0007952,Resolved
INC0007952,Closed
INC0007953,New
INC0007953,New
INC0007953,Resolved
INC0007953,Closed
INC0007954,New
INC0007954,New
INC0007954,Active
INC0007954,Active
INC0007954,Active
INC0007954,Resolved
INC0007954,Closed
INC0007955,Active
INC0007955,Resolved
INC0007955,Closed
INC0007956,New
INC0007956,Active
INC0007956,Active
INC0007956,Active
INC0007956,Active
INC0007956,Resolved
INC0007956,Closed
INC0007957,New
INC0007957,New
INC0007957,Resolved
INC0007957,Closed
INC0007958,New
INC0007958,New
INC0007958,Resolved
INC0007958,Closed
INC0007959,New
INC0007959,Awaiting User Info
INC0007959,Resolved
INC0007959,Closed
INC0007960,New
INC0007960,New
INC0007960,Resolved
INC0007960,Closed
INC0007961,New
INC0007961,New
INC0007961,New
INC0007961,Resolved
INC0007961,Closed
INC0007962,Resolved
INC0007962,Closed
INC0007963,New
INC0007963,New
INC0007963,Resolved
INC0007963,Closed
INC0007965,New
INC0007965,New
INC0007965,New
INC0007965,New
INC0007965,New
INC0007965,Active
INC0007965,Active
INC0007965,Resolved
INC0007965,Resolved
INC0007965,Closed
INC0007966,New
INC0007966,New
INC0007966,Resolved
INC0007966,Closed
INC0007969,New
INC0007969,Awaiting User Info
INC0007969,Resolved
INC0007969,Closed
INC0007970,Active
INC0007970,Active
INC0007970,Resolved
INC0007970,Closed
INC0007975,New
INC0007975,New
INC0007975,New
INC0007975,New
INC0007975,New
INC0007975,New
INC0007975,New
INC0007975,Resolved
INC0007975,Closed
INC0007978,New
INC0007978,New
INC0007978,New
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Active
INC0007978,Resolved
INC0007978,Closed
INC0007980,Active
INC0007980,Active
INC0007980,Active
INC0007980,Active
INC0007980,Active
INC0007980,Resolved
INC0007980,Closed
INC0007981,Active
INC0007981,Awaiting User Info
INC0007981,Awaiting User Info
INC0007981,Active
INC0007981,Active
INC0007981,Active
INC0007981,Active
INC0007981,Active
INC0007981,Awaiting User Info
INC0007981,Awaiting User Info
INC0007981,Awaiting User Info
INC0007981,Awaiting User Info
INC0007981,Resolved
INC0007981,Closed
INC0007986,New
INC0007986,New
INC0007986,Resolved
INC0007986,Closed
INC0007987,Resolved
INC0007987,Closed
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,New
INC0007988,Resolved
INC0007988,Closed
INC0007989,New
INC0007989,Active
INC0007989,Active
INC0007989,Active
INC0007989,Resolved
INC0007989,Closed
INC0007990,New
INC0007990,Resolved
INC0007990,Closed
INC0007991,New
INC0007991,Active
INC0007991,Resolved
INC0007991,Closed
INC0007993,New
INC0007993,Active
INC0007993,Active
INC0007993,Awaiting User Info
INC0007993,Awaiting User Info
INC0007993,Resolved
INC0007993,Closed
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
INC0007997,Active
